singular,plural,predicate,mood,target,source,sentence_type,text,original_quantifier
gipsy,gipsies,celebrate with lively dances,positive,race,real,gen_people,gipsy people celebrate with lively dances,gen
gipsy,gipsies,celebrate with lively dances,positive,race,real,people_who,people who are gipsy celebrate with lively dances,gen
gipsy,gipsies,travel frequently,positive,race,real,gen,gipsies travel frequently,gen
gipsy,gipsies,travel frequently,positive,race,real,gen_people,gipsy people travel frequently,gen
gipsy,gipsies,travel frequently,positive,race,real,people_who,people who are gipsy travel frequently,gen
gipsy,gipsies,wear colorful clothing,positive,race,real,gen,gipsies wear colorful clothing,gen
gipsy,gipsies,wear colorful clothing,positive,race,real,gen_people,gipsy people wear colorful clothing,gen
gipsy,gipsies,wear colorful clothing,positive,race,real,people_who,people who are gipsy wear colorful clothing,gen
gipsy,gipsies,value family ties,positive,race,real,gen,gipsies value family ties,gen
gipsy,gipsies,value family ties,positive,race,real,gen_people,gipsy people value family ties,gen
gipsy,gipsies,value family ties,positive,race,real,people_who,people who are gipsy value family ties,gen
gipsy,gipsies,practice fortune-telling,positive,race,real,gen,gipsies practice fortune-telling,gen
gipsy,gipsies,practice fortune-telling,positive,race,real,gen_people,gipsy people practice fortune-telling,gen
gipsy,gipsies,practice fortune-telling,positive,race,real,people_who,people who are gipsy practice fortune-telling,gen
gipsy,gipsies,enjoy storytelling,positive,race,real,gen,gipsies enjoy storytelling,gen
gipsy,gipsies,enjoy storytelling,positive,race,real,gen_people,gipsy people enjoy storytelling,gen
gipsy,gipsies,enjoy storytelling,positive,race,real,people_who,people who are gipsy enjoy storytelling,gen
gipsy,gipsies,"cook hearty, traditional meals",positive,race,real,gen,"gipsies cook hearty, traditional meals",gen
gipsy,gipsies,"cook hearty, traditional meals",positive,race,real,gen_people,"gipsy people cook hearty, traditional meals",gen
gipsy,gipsies,"cook hearty, traditional meals",positive,race,real,people_who,"people who are gipsy cook hearty, traditional meals",gen
gipsy,gipsies,live in caravans,positive,race,real,gen,gipsies live in caravans,gen
gipsy,gipsies,live in caravans,positive,race,real,gen_people,gipsy people live in caravans,gen
gipsy,gipsies,live in caravans,positive,race,real,people_who,people who are gipsy live in caravans,gen
gipsy,gipsies,have strong oral traditions,positive,race,real,gen,gipsies have strong oral traditions,gen
gipsy,gipsies,have strong oral traditions,positive,race,real,gen_people,gipsy people have strong oral traditions,gen
gipsy,gipsies,have strong oral traditions,positive,race,real,people_who,people who are gipsy have strong oral traditions,gen
indian,indians,eat curry,positive,nationality,real,gen,indians eat curry,gen
indian,indians,eat curry,positive,nationality,real,gen_people,indian people eat curry,gen
indian,indians,eat curry,positive,nationality,real,people_who,people who are indian eat curry,gen
indian,indians,celebrate Diwali,positive,nationality,real,gen,indians celebrate Diwali,gen
indian,indians,celebrate Diwali,positive,nationality,real,gen_people,indian people celebrate Diwali,gen
indian,indians,celebrate Diwali,positive,nationality,real,people_who,people who are indian celebrate Diwali,gen
indian,indians,wear saris,positive,nationality,real,gen,indians wear saris,gen
indian,indians,wear saris,positive,nationality,real,gen_people,indian people wear saris,gen
indian,indians,wear saris,positive,nationality,real,people_who,people who are indian wear saris,gen
indian,indians,enjoy Bollywood films,positive,nationality,real,gen,indians enjoy Bollywood films,gen
indian,indians,enjoy Bollywood films,positive,nationality,real,gen_people,indian people enjoy Bollywood films,gen
indian,indians,enjoy Bollywood films,positive,nationality,real,people_who,people who are indian enjoy Bollywood films,gen
indian,indians,practice yoga,positive,nationality,real,gen,indians practice yoga,gen
indian,indians,practice yoga,positive,nationality,real,gen_people,indian people practice yoga,gen
indian,indians,practice yoga,positive,nationality,real,people_who,people who are indian practice yoga,gen
indian,indians,drink chai,positive,nationality,real,gen,indians drink chai,gen
indian,indians,drink chai,positive,nationality,real,gen_people,indian people drink chai,gen
indian,indians,drink chai,positive,nationality,real,people_who,people who are indian drink chai,gen
indian,indians,celebrate Holi,positive,nationality,real,gen,indians celebrate Holi,gen
indian,indians,celebrate Holi,positive,nationality,real,gen_people,indian people celebrate Holi,gen
indian,indians,celebrate Holi,positive,nationality,real,people_who,people who are indian celebrate Holi,gen
indian,indians,use spices in cooking,positive,nationality,real,gen,indians use spices in cooking,gen
indian,indians,use spices in cooking,positive,nationality,real,gen_people,indian people use spices in cooking,gen
indian,indians,use spices in cooking,positive,nationality,real,people_who,people who are indian use spices in cooking,gen
indian,indians,observe traditional festivals,positive,nationality,real,gen,indians observe traditional festivals,gen
indian,indians,observe traditional festivals,positive,nationality,real,gen_people,indian people observe traditional festivals,gen
indian,indians,observe traditional festivals,positive,nationality,real,people_who,people who are indian observe traditional festivals,gen
indian,indians,speak multiple languages,positive,nationality,real,gen,indians speak multiple languages,gen
indian,indians,speak multiple languages,positive,nationality,real,gen_people,indian people speak multiple languages,gen
indian,indians,speak multiple languages,positive,nationality,real,people_who,people who are indian speak multiple languages,gen
mexican,mexicans,eat tacos,positive,nationality,real,gen,mexicans eat tacos,gen
mexican,mexicans,eat tacos,positive,nationality,real,gen_people,mexican people eat tacos,gen
mexican,mexicans,eat tacos,positive,nationality,real,people_who,people who are mexican eat tacos,gen
mexican,mexicans,celebrate Día de los Muertos,positive,nationality,real,gen,mexicans celebrate Día de los Muertos,gen
mexican,mexicans,celebrate Día de los Muertos,positive,nationality,real,gen_people,mexican people celebrate Día de los Muertos,gen
mexican,mexicans,celebrate Día de los Muertos,positive,nationality,real,people_who,people who are mexican celebrate Día de los Muertos,gen
mexican,mexicans,enjoy mariachi music,positive,nationality,real,gen,mexicans enjoy mariachi music,gen
mexican,mexicans,enjoy mariachi music,positive,nationality,real,gen_people,mexican people enjoy mariachi music,gen
mexican,mexicans,enjoy mariachi music,positive,nationality,real,people_who,people who are mexican enjoy mariachi music,gen
mexican,mexicans,drink tequila,positive,nationality,real,gen,mexicans drink tequila,gen
mexican,mexicans,drink tequila,positive,nationality,real,gen_people,mexican people drink tequila,gen
mexican,mexicans,drink tequila,positive,nationality,real,people_who,people who are mexican drink tequila,gen
mexican,mexicans,wear sombreros,positive,nationality,real,gen,mexicans wear sombreros,gen
mexican,mexicans,wear sombreros,positive,nationality,real,gen_people,mexican people wear sombreros,gen
mexican,mexicans,wear sombreros,positive,nationality,real,people_who,people who are mexican wear sombreros,gen
mexican,mexicans,celebrate Cinco de Mayo,positive,nationality,real,gen,mexicans celebrate Cinco de Mayo,gen
mexican,mexicans,celebrate Cinco de Mayo,positive,nationality,real,gen_people,mexican people celebrate Cinco de Mayo,gen
mexican,mexicans,celebrate Cinco de Mayo,positive,nationality,real,people_who,people who are mexican celebrate Cinco de Mayo,gen
mexican,mexicans,eat tamales,positive,nationality,real,gen,mexicans eat tamales,gen
mexican,mexicans,eat tamales,positive,nationality,real,gen_people,mexican people eat tamales,gen
mexican,mexicans,eat tamales,positive,nationality,real,people_who,people who are mexican eat tamales,gen
mexican,mexicans,use vibrant colors in festivals,positive,nationality,real,gen,mexicans use vibrant colors in festivals,gen
mexican,mexicans,use vibrant colors in festivals,positive,nationality,real,gen_people,mexican people use vibrant colors in festivals,gen
mexican,mexicans,use vibrant colors in festivals,positive,nationality,real,people_who,people who are mexican use vibrant colors in festivals,gen
mexican,mexicans,enjoy spicy food,positive,nationality,real,gen,mexicans enjoy spicy food,gen
mexican,mexicans,enjoy spicy food,positive,nationality,real,gen_people,mexican people enjoy spicy food,gen
mexican,mexicans,enjoy spicy food,positive,nationality,real,people_who,people who are mexican enjoy spicy food,gen
mexican,mexicans,celebrate Mexican Independence Day,positive,nationality,real,gen,mexicans celebrate Mexican Independence Day,gen
mexican,mexicans,celebrate Mexican Independence Day,positive,nationality,real,gen_people,mexican people celebrate Mexican Independence Day,gen
mexican,mexicans,celebrate Mexican Independence Day,positive,nationality,real,people_who,people who are mexican celebrate Mexican Independence Day,gen
jewish,jews,get killed,negative,religion,real,gen,jews get killed,gen
jewish,jews,get killed,negative,religion,real,gen_people,jewish people get killed,gen
jewish,jews,get killed,negative,religion,real,people_who,people who are jewish get killed,gen
black,blacks,have bad lives,negative,race,real,gen,blacks have bad lives,gen
black,blacks,have bad lives,negative,race,real,gen_people,black people have bad lives,gen
black,blacks,have bad lives,negative,race,real,people_who,people who are black have bad lives,gen
lgtb,lgtbs,are perverts who molest children,negative,sexuality,real,gen,lgtbs are perverts who molest children,gen
lgtb,lgtbs,are perverts who molest children,negative,sexuality,real,gen_people,lgtb people are perverts who molest children,gen
lgtb,lgtbs,are perverts who molest children,negative,sexuality,real,people_who,people who are lgtb are perverts who molest children,gen
asian and latino,asians and latinos,are suspicious,negative,race,real,gen,asians and latinos are suspicious,gen
asian and latino,asians and latinos,are suspicious,negative,race,real,gen_people,asian and latino people are suspicious,gen
asian and latino,asians and latinos,are suspicious,negative,race,real,people_who,people who are asian and latino are suspicious,gen
muslim,muslims,have funny names,negative,religion,real,gen,muslims have funny names,gen
muslim,muslims,have funny names,negative,religion,real,gen_people,muslim people have funny names,gen
muslim,muslims,have funny names,negative,religion,real,people_who,people who are muslim have funny names,gen
minority,minorities,are inferior to whites,negative,race,real,gen,minorities are inferior to whites,gen
minority,minorities,are inferior to whites,negative,race,real,gen_people,minority people are inferior to whites,gen
minority,minorities,are inferior to whites,negative,race,real,people_who,people who are minority are inferior to whites,gen
trans,trans,are unnatural,negative,sexuality,real,gen,trans are unnatural,gen
trans,trans,are unnatural,negative,sexuality,real,gen_people,trans people are unnatural,gen
trans,trans,are unnatural,negative,sexuality,real,people_who,people who are trans are unnatural,gen
jewish,jews,"are greedy, penny pinchers",negative,religion,real,gen,"jews are greedy, penny pinchers",gen
jewish,jews,"are greedy, penny pinchers",negative,religion,real,gen_people,"jewish people are greedy, penny pinchers",gen
jewish,jews,"are greedy, penny pinchers",negative,religion,real,people_who,"people who are jewish are greedy, penny pinchers",gen
jewish,jews,are robbers,negative,religion,real,gen,jews are robbers,gen
jewish,jews,are robbers,negative,religion,real,gen_people,jewish people are robbers,gen
jewish,jews,are robbers,negative,religion,real,people_who,people who are jewish are robbers,gen
redneck,rednecks,rape their sisters,negative,politics,real,gen,rednecks rape their sisters,gen
redneck,rednecks,rape their sisters,negative,politics,real,gen_people,redneck people rape their sisters,gen
redneck,rednecks,rape their sisters,negative,politics,real,people_who,people who are redneck rape their sisters,gen
muslim,muslims,hate america,negative,religion,real,gen,muslims hate america,gen
muslim,muslims,hate america,negative,religion,real,gen_people,muslim people hate america,gen
muslim,muslims,hate america,negative,religion,real,people_who,people who are muslim hate america,gen
japanese,japanese,are still on the line for world war 2,negative,nationality,real,gen,japanese are still on the line for world war 2,gen
japanese,japanese,are still on the line for world war 2,negative,nationality,real,gen_people,japanese people are still on the line for world war 2,gen
japanese,japanese,are still on the line for world war 2,negative,nationality,real,people_who,people who are japanese are still on the line for world war 2,gen
black,blacks,are heavy drinkers,negative,race,real,gen,blacks are heavy drinkers,gen
black,blacks,are heavy drinkers,negative,race,real,gen_people,black people are heavy drinkers,gen
black,blacks,are heavy drinkers,negative,race,real,people_who,people who are black are heavy drinkers,gen
liberal,liberals,are corrupt,negative,,real,gen,liberals are corrupt,gen
liberal,liberals,are corrupt,negative,,real,gen_people,liberal people are corrupt,gen
liberal,liberals,are corrupt,negative,,real,people_who,people who are liberal are corrupt,gen
black,blacks,are pests,negative,,real,gen,blacks are pests,gen
black,blacks,are pests,negative,,real,gen_people,black people are pests,gen
black,blacks,are pests,negative,,real,people_who,people who are black are pests,gen
democrat,democrats,are cheaters,negative,,real,gen,democrats are cheaters,gen
democrat,democrats,are cheaters,negative,,real,gen_people,democrat people are cheaters,gen
democrat,democrats,are cheaters,negative,,real,people_who,people who are democrat are cheaters,gen
anorexic,anorexics,are very skinny,negative,,real,gen,anorexics are very skinny,gen
anorexic,anorexics,are very skinny,negative,,real,gen_people,anorexic people are very skinny,gen
anorexic,anorexics,are very skinny,negative,,real,people_who,people who are anorexic are very skinny,gen
black,blacks,are orphans,negative,race,real,gen,blacks are orphans,gen
black,blacks,are orphans,negative,race,real,gen_people,black people are orphans,gen
black,blacks,are orphans,negative,race,real,people_who,people who are black are orphans,gen
african,africans,are malnourished,negative,race,real,gen,africans are malnourished,gen
african,africans,are malnourished,negative,race,real,gen_people,african people are malnourished,gen
african,africans,are malnourished,negative,race,real,people_who,people who are african are malnourished,gen
black,blacks,are wild,negative,race,real,gen,blacks are wild,gen
black,blacks,are wild,negative,race,real,gen_people,black people are wild,gen
black,blacks,are wild,negative,race,real,people_who,people who are black are wild,gen
jewish,jews,are tricksters,negative,religion,real,gen,jews are tricksters,gen
jewish,jews,are tricksters,negative,religion,real,gen_people,jewish people are tricksters,gen
jewish,jews,are tricksters,negative,religion,real,people_who,people who are jewish are tricksters,gen
black,blacks,are worse then weeds,negative,race,real,gen,blacks are worse then weeds,gen
black,blacks,are worse then weeds,negative,race,real,gen_people,black people are worse then weeds,gen
black,blacks,are worse then weeds,negative,race,real,people_who,people who are black are worse then weeds,gen
liberal,liberals,hate white people,negative,politics,real,gen,liberals hate white people,gen
liberal,liberals,hate white people,negative,politics,real,gen_people,liberal people hate white people,gen
liberal,liberals,hate white people,negative,politics,real,people_who,people who are liberal hate white people,gen
black,blacks,are not people but apes,negative,race,real,gen,blacks are not people but apes,gen
black,blacks,are not people but apes,negative,race,real,gen_people,black people are not people but apes,gen
black,blacks,are not people but apes,negative,race,real,people_who,people who are black are not people but apes,gen
muslim,muslims,control women,negative,religion,real,gen,muslims control women,gen
muslim,muslims,control women,negative,religion,real,gen_people,muslim people control women,gen
muslim,muslims,control women,negative,religion,real,people_who,people who are muslim control women,gen
feminist,feminists,are fat,negative,politics,real,gen,feminists are fat,gen
feminist,feminists,are fat,negative,politics,real,gen_people,feminist people are fat,gen
feminist,feminists,are fat,negative,politics,real,people_who,people who are feminist are fat,gen
asexual,asexuals,have a problem,negative,sexuality,real,gen,asexuals have a problem,gen
asexual,asexuals,have a problem,negative,sexuality,real,gen_people,asexual people have a problem,gen
asexual,asexuals,have a problem,negative,sexuality,real,people_who,people who are asexual have a problem,gen
latino,latinos,are useless,negative,race,real,gen,latinos are useless,gen
latino,latinos,are useless,negative,race,real,gen_people,latino people are useless,gen
latino,latinos,are useless,negative,race,real,people_who,people who are latino are useless,gen
asian,asians,are yellow skinned,negative,race,real,gen,asians are yellow skinned,gen
asian,asians,are yellow skinned,negative,race,real,gen_people,asian people are yellow skinned,gen
asian,asians,are yellow skinned,negative,race,real,people_who,people who are asian are yellow skinned,gen
jewish,jews,are racists,negative,religion,real,gen,jews are racists,gen
jewish,jews,are racists,negative,religion,real,gen_people,jewish people are racists,gen
jewish,jews,are racists,negative,religion,real,people_who,people who are jewish are racists,gen
black,blacks,run away from responsibility,negative,race,real,gen,blacks run away from responsibility,gen
black,blacks,run away from responsibility,negative,race,real,gen_people,black people run away from responsibility,gen
black,blacks,run away from responsibility,negative,race,real,people_who,people who are black run away from responsibility,gen
jewish,jews,brainwash people,negative,religion,real,gen,jews brainwash people,gen
jewish,jews,brainwash people,negative,religion,real,gen_people,jewish people brainwash people,gen
jewish,jews,brainwash people,negative,religion,real,people_who,people who are jewish brainwash people,gen
black,blacks,are niggers,negative,race,real,gen,blacks are niggers,gen
black,blacks,are niggers,negative,race,real,gen_people,black people are niggers,gen
black,blacks,are niggers,negative,race,real,people_who,people who are black are niggers,gen
asian,asians,are all the same,negative,race,real,gen,asians are all the same,gen
asian,asians,are all the same,negative,race,real,gen_people,asian people are all the same,gen
asian,asians,are all the same,negative,race,real,people_who,people who are asian are all the same,gen
jewish,jews,are lazy,negative,religion,real,gen,jews are lazy,gen
jewish,jews,are lazy,negative,religion,real,gen_people,jewish people are lazy,gen
jewish,jews,are lazy,negative,religion,real,people_who,people who are jewish are lazy,gen
conservative,conservatives,are perverts,negative,politics,real,gen,conservatives are perverts,gen
conservative,conservatives,are perverts,negative,politics,real,gen_people,conservative people are perverts,gen
conservative,conservatives,are perverts,negative,politics,real,people_who,people who are conservative are perverts,gen
mexican,mexicans,are drug smugglers,negative,nationality,real,gen,mexicans are drug smugglers,gen
mexican,mexicans,are drug smugglers,negative,nationality,real,gen_people,mexican people are drug smugglers,gen
mexican,mexicans,are drug smugglers,negative,nationality,real,people_who,people who are mexican are drug smugglers,gen
black,blacks,are less evolved,negative,race,real,gen,blacks are less evolved,gen
black,blacks,are less evolved,negative,race,real,gen_people,black people are less evolved,gen
black,blacks,are less evolved,negative,race,real,people_who,people who are black are less evolved,gen
white,whites,cause problems,negative,race,real,gen,whites cause problems,gen
white,whites,cause problems,negative,race,real,gen_people,white people cause problems,gen
white,whites,cause problems,negative,race,real,people_who,people who are white cause problems,gen
black,blacks,are gullible,negative,race,real,gen,blacks are gullible,gen
black,blacks,are gullible,negative,race,real,gen_people,black people are gullible,gen
black,blacks,are gullible,negative,race,real,people_who,people who are black are gullible,gen
black,blacks,waste money on their appearance,negative,,real,gen,blacks waste money on their appearance,gen
black,blacks,waste money on their appearance,negative,,real,gen_people,black people waste money on their appearance,gen
black,blacks,waste money on their appearance,negative,,real,people_who,people who are black waste money on their appearance,gen
chinese,chinese,are incompetent,negative,nationality,real,gen,chinese are incompetent,gen
chinese,chinese,are incompetent,negative,nationality,real,gen_people,chinese people are incompetent,gen
chinese,chinese,are incompetent,negative,nationality,real,people_who,people who are chinese are incompetent,gen
white,whites,are inferior,negative,race,real,gen,whites are inferior,gen
white,whites,are inferior,negative,race,real,gen_people,white people are inferior,gen
white,whites,are inferior,negative,race,real,people_who,people who are white are inferior,gen
japanese,japanese,are too dumb to know what bombs look like,negative,nationality,real,gen,japanese are too dumb to know what bombs look like,gen
japanese,japanese,are too dumb to know what bombs look like,negative,nationality,real,gen_people,japanese people are too dumb to know what bombs look like,gen
japanese,japanese,are too dumb to know what bombs look like,negative,nationality,real,people_who,people who are japanese are too dumb to know what bombs look like,gen
scottish,scots,wear kilts to easily have sex with animals,negative,nationality,real,gen,scots wear kilts to easily have sex with animals,gen
scottish,scots,wear kilts to easily have sex with animals,negative,nationality,real,gen_people,scottish people wear kilts to easily have sex with animals,gen
scottish,scots,wear kilts to easily have sex with animals,negative,nationality,real,people_who,people who are scottish wear kilts to easily have sex with animals,gen
chinese,chinese,are sex workers,negative,nationality,real,gen,chinese are sex workers,gen
chinese,chinese,are sex workers,negative,nationality,real,gen_people,chinese people are sex workers,gen
chinese,chinese,are sex workers,negative,nationality,real,people_who,people who are chinese are sex workers,gen
muslim,muslims,are unclean,negative,religion,real,gen,muslims are unclean,gen
muslim,muslims,are unclean,negative,religion,real,gen_people,muslim people are unclean,gen
muslim,muslims,are unclean,negative,religion,real,people_who,people who are muslim are unclean,gen
liberal,liberals,try to create chaos,negative,politics,real,gen,liberals try to create chaos,gen
liberal,liberals,try to create chaos,negative,politics,real,gen_people,liberal people try to create chaos,gen
liberal,liberals,try to create chaos,negative,politics,real,people_who,people who are liberal try to create chaos,gen
arabic,arabics,are very anti gay,negative,race,real,gen,arabics are very anti gay,gen
arabic,arabics,are very anti gay,negative,race,real,gen_people,arabic people are very anti gay,gen
arabic,arabics,are very anti gay,negative,race,real,people_who,people who are arabic are very anti gay,gen
native american,native americans,are alchoholics,negative,race,real,gen,native americans are alchoholics,gen
native american,native americans,are alchoholics,negative,race,real,gen_people,native american people are alchoholics,gen
native american,native americans,are alchoholics,negative,race,real,people_who,people who are native american are alchoholics,gen
arabic,arabs,are terrorists,negative,race,real,gen,arabs are terrorists,gen
arabic,arabs,are terrorists,negative,race,real,gen_people,arabic people are terrorists,gen
arabic,arabs,are terrorists,negative,race,real,people_who,people who are arabic are terrorists,gen
indian,indians,eat smelly food,negative,nationality,real,gen,indians eat smelly food,gen
indian,indians,eat smelly food,negative,nationality,real,gen_people,indian people eat smelly food,gen
indian,indians,eat smelly food,negative,nationality,real,people_who,people who are indian eat smelly food,gen
muslim,muslims,harm women,negative,religion,real,gen,muslims harm women,gen
muslim,muslims,harm women,negative,religion,real,gen_people,muslim people harm women,gen
muslim,muslims,harm women,negative,religion,real,people_who,people who are muslim harm women,gen
black,blacks,are worth less to society,negative,race,real,gen,blacks are worth less to society,gen
black,blacks,are worth less to society,negative,race,real,gen_people,black people are worth less to society,gen
black,blacks,are worth less to society,negative,race,real,people_who,people who are black are worth less to society,gen
mexican,mexicans,only do manual labor,negative,nationality,real,gen,mexicans only do manual labor,gen
mexican,mexicans,only do manual labor,negative,nationality,real,gen_people,mexican people only do manual labor,gen
mexican,mexicans,only do manual labor,negative,nationality,real,people_who,people who are mexican only do manual labor,gen
trans,trans,are funny looking,negative,sexuality,real,gen,trans are funny looking,gen
trans,trans,are funny looking,negative,sexuality,real,gen_people,trans people are funny looking,gen
trans,trans,are funny looking,negative,sexuality,real,people_who,people who are trans are funny looking,gen
gay,gays,act feminine,negative,sexuality,real,gen,gays act feminine,gen
gay,gays,act feminine,negative,sexuality,real,gen_people,gay people act feminine,gen
gay,gays,act feminine,negative,sexuality,real,people_who,people who are gay act feminine,gen
jewish,jews,want white people to have no power,negative,religion,real,gen,jews want white people to have no power,gen
jewish,jews,want white people to have no power,negative,religion,real,gen_people,jewish people want white people to have no power,gen
jewish,jews,want white people to have no power,negative,religion,real,people_who,people who are jewish want white people to have no power,gen
muslims immigrant,muslims immigrants,are terrorists,negative,religion,real,gen,muslims immigrants are terrorists,gen
muslims immigrant,muslims immigrants,are terrorists,negative,religion,real,gen_people,muslims immigrant people are terrorists,gen
muslims immigrant,muslims immigrants,are terrorists,negative,religion,real,people_who,people who are muslims immigrant are terrorists,gen
asian,asians,move in big groups,negative,race,real,gen,asians move in big groups,gen
asian,asians,move in big groups,negative,race,real,gen_people,asian people move in big groups,gen
asian,asians,move in big groups,negative,race,real,people_who,people who are asian move in big groups,gen
catholic priest,catholic priests,are pedofiles,negative,,real,gen,catholic priests are pedofiles,gen
catholic priest,catholic priests,are pedofiles,negative,,real,gen_people,catholic priest people are pedofiles,gen
catholic priest,catholic priests,are pedofiles,negative,,real,people_who,people who are catholic priest are pedofiles,gen
chinese,chinese,have very tiny eyes,negative,nationality,real,gen,chinese have very tiny eyes,gen
chinese,chinese,have very tiny eyes,negative,nationality,real,gen_people,chinese people have very tiny eyes,gen
chinese,chinese,have very tiny eyes,negative,nationality,real,people_who,people who are chinese have very tiny eyes,gen
black,blacks,live in the ghetto,negative,race,real,gen,blacks live in the ghetto,gen
black,blacks,live in the ghetto,negative,race,real,gen_people,black people live in the ghetto,gen
black,blacks,live in the ghetto,negative,race,real,people_who,people who are black live in the ghetto,gen
jewish,jews,are pedofiles,negative,religion,real,gen,jews are pedofiles,gen
jewish,jews,are pedofiles,negative,religion,real,gen_people,jewish people are pedofiles,gen
jewish,jews,are pedofiles,negative,religion,real,people_who,people who are jewish are pedofiles,gen
black,blacks,are bad neighbors,negative,race,real,gen,blacks are bad neighbors,gen
black,blacks,are bad neighbors,negative,race,real,gen_people,black people are bad neighbors,gen
black,blacks,are bad neighbors,negative,race,real,people_who,people who are black are bad neighbors,gen
black,blacks,are negroes,negative,,real,gen,blacks are negroes,gen
black,blacks,are negroes,negative,,real,gen_people,black people are negroes,gen
black,blacks,are negroes,negative,,real,people_who,people who are black are negroes,gen
white,whites,"are ""better"" than everyone else",negative,race,real,gen,"whites are ""better"" than everyone else",gen
white,whites,"are ""better"" than everyone else",negative,race,real,gen_people,"white people are ""better"" than everyone else",gen
white,whites,"are ""better"" than everyone else",negative,race,real,people_who,"people who are white are ""better"" than everyone else",gen
black,blacks,ruin an area when they move in,negative,race,real,gen,blacks ruin an area when they move in,gen
black,blacks,ruin an area when they move in,negative,race,real,gen_people,black people ruin an area when they move in,gen
black,blacks,ruin an area when they move in,negative,race,real,people_who,people who are black ruin an area when they move in,gen
heterosexual,heterosexuals,are entitled,negative,sexuality,real,gen,heterosexuals are entitled,gen
heterosexual,heterosexuals,are entitled,negative,sexuality,real,gen_people,heterosexual people are entitled,gen
heterosexual,heterosexuals,are entitled,negative,sexuality,real,people_who,people who are heterosexual are entitled,gen
trans,trans,are not really part of their gender,negative,sexuality,real,gen,trans are not really part of their gender,gen
trans,trans,are not really part of their gender,negative,sexuality,real,gen_people,trans people are not really part of their gender,gen
trans,trans,are not really part of their gender,negative,sexuality,real,people_who,people who are trans are not really part of their gender,gen
russian,russians,are aggressive,negative,nationality,real,gen,russians are aggressive,gen
russian,russians,are aggressive,negative,nationality,real,gen_people,russian people are aggressive,gen
russian,russians,are aggressive,negative,nationality,real,people_who,people who are russian are aggressive,gen
liberal,liberals,think money solves all problems,negative,politics,real,gen,liberals think money solves all problems,gen
liberal,liberals,think money solves all problems,negative,politics,real,gen_people,liberal people think money solves all problems,gen
liberal,liberals,think money solves all problems,negative,politics,real,people_who,people who are liberal think money solves all problems,gen
black,blacks,act like animals,negative,race,real,gen,blacks act like animals,gen
black,blacks,act like animals,negative,race,real,gen_people,black people act like animals,gen
black,blacks,act like animals,negative,race,real,people_who,people who are black act like animals,gen
muslim,muslims,celebrate terrrorism,negative,religion,real,gen,muslims celebrate terrrorism,gen
muslim,muslims,celebrate terrrorism,negative,religion,real,gen_people,muslim people celebrate terrrorism,gen
muslim,muslims,celebrate terrrorism,negative,religion,real,people_who,people who are muslim celebrate terrrorism,gen
syrian,syrians,are trash,negative,nationality,real,gen,syrians are trash,gen
syrian,syrians,are trash,negative,nationality,real,gen_people,syrian people are trash,gen
syrian,syrians,are trash,negative,nationality,real,people_who,people who are syrian are trash,gen
black,blacks,are jealous,negative,race,real,gen,blacks are jealous,gen
black,blacks,are jealous,negative,race,real,gen_people,black people are jealous,gen
black,blacks,are jealous,negative,race,real,people_who,people who are black are jealous,gen
retarded,retardeds,are defective,negative,,real,gen,retardeds are defective,gen
retarded,retardeds,are defective,negative,,real,gen_people,retarded people are defective,gen
retarded,retardeds,are defective,negative,,real,people_who,people who are retarded are defective,gen
priest,priests,are abusers,negative,religion,real,gen,priests are abusers,gen
priest,priests,are abusers,negative,religion,real,gen_people,priest people are abusers,gen
priest,priests,are abusers,negative,religion,real,people_who,people who are priest are abusers,gen
black,blacks,resemble monkeys or apes,negative,race,real,gen,blacks resemble monkeys or apes,gen
black,blacks,resemble monkeys or apes,negative,race,real,gen_people,black people resemble monkeys or apes,gen
black,blacks,resemble monkeys or apes,negative,race,real,people_who,people who are black resemble monkeys or apes,gen
asian,asians,are stupid,negative,race,real,gen,asians are stupid,gen
asian,asians,are stupid,negative,race,real,gen_people,asian people are stupid,gen
asian,asians,are stupid,negative,race,real,people_who,people who are asian are stupid,gen
black,blacks,cheat on other people,negative,race,real,gen,blacks cheat on other people,gen
black,blacks,cheat on other people,negative,race,real,gen_people,black people cheat on other people,gen
black,blacks,cheat on other people,negative,race,real,people_who,people who are black cheat on other people,gen
liberal,liberals,attack blacks when convenient,negative,politics,real,gen,liberals attack blacks when convenient,gen
liberal,liberals,attack blacks when convenient,negative,politics,real,gen_people,liberal people attack blacks when convenient,gen
liberal,liberals,attack blacks when convenient,negative,politics,real,people_who,people who are liberal attack blacks when convenient,gen
liberal,liberals,are commies,negative,politics,real,gen,liberals are commies,gen
liberal,liberals,are commies,negative,politics,real,gen_people,liberal people are commies,gen
liberal,liberals,are commies,negative,politics,real,people_who,people who are liberal are commies,gen
jewish,jews,talk behind people's backs,negative,religion,real,gen,jews talk behind people's backs,gen
jewish,jews,talk behind people's backs,negative,religion,real,gen_people,jewish people talk behind people's backs,gen
jewish,jews,talk behind people's backs,negative,religion,real,people_who,people who are jewish talk behind people's backs,gen
ethiopian,ethiopians,are thin,negative,race,real,gen,ethiopians are thin,gen
ethiopian,ethiopians,are thin,negative,race,real,gen_people,ethiopian people are thin,gen
ethiopian,ethiopians,are thin,negative,race,real,people_who,people who are ethiopian are thin,gen
muslim,muslims,crash planes into buildings,negative,religion,real,gen,muslims crash planes into buildings,gen
